USER_NAME,AGE,HEIGHT,GENDER,SALE_AMOUNT,LAST_PURCHASE_DATE
Tommy Wong,20,155,,59137,2020-05-29T21:15:30+08:00
Steven Fisher,19,147,,51749,2014-02-15T11:14:30Z
Kenny Bohi,53,143,M,96413,2019-01-15T13:15:30Z
 Chan,29,141,M,75109,2015-07-15T15:15:30+05:00
Tom ,78,179,M,99572,2019-08-23T01:01:30Z
Tom Parker,62,163,F,77030,2017-06-08T12:15:30+08:00
Kenny Ling,32,143,M,52307,2015-07-15T15:15:30+05:00
John ,26,144,F,18163,2020-01-25T18:15:30+08:00
Tommy Law,30,161,,67482,2015-07-15T15:15:30+05:00
Steven Tam,21,155,,22962,2020-05-29T21:15:30Z
Tommy Bohi,31,168,,4980,2019-11-05T13:15:30Z
Barry Ling,77,145,M,17300,2020-01-25T18:15:30+08:00
John Bohi,26,173,M,34190,2019-08-23T01:01:30Z
Barry Wong,36,163,M,18393,2020-05-29T21:15:30Z
Ben Parker,70,171,F,42575,2015-07-15T15:15:30+05:00
John King,22,158,,33566,2014-02-15T11:14:30+01:00
David Bohi,66,190,F,56768,2020-05-29T21:15:30Z
Tommy Wong,72,140,F,18867,2020-09-01T13:15:30Z
May Ginger,48,149,M,44503,2017-06-08T12:15:30Z
Barry ,51,169,,10215,2020-01-25T18:15:30Z
David Tam,44,176,M,38719,2020-05-29T21:15:30Z
Vanessa Law,42,145,,70529,2019-11-05T13:15:30Z
Vanessa Law,68,187,,55514,2020-01-25T18:15:30+08:00
David Tam,21,182,,99228,2014-02-15T11:14:30Z
Barry Ling,56,153,M,55804,2017-06-08T12:15:30+08:00
Vanessa Tam,42,143,,14796,2019-08-23T01:01:30Z
John Law,23,142,,14906,2020-01-25T18:15:30+08:00
Barry Wong,53,153,M,46231,2019-01-15T13:15:30Z
Barry Bohi,17,183,M,24703,2019-11-05T13:15:30Z
Barry Fisher,46,184,,88759,2019-01-15T13:15:30Z
Vanessa Ginger,55,152,,23847,2015-07-15T15:15:30+05:00
John Chan,28,171,F,68772,2015-07-15T15:15:30Z
May Ling,44,174,M,77458,2019-01-15T13:15:30Z
Kenny ,63,168,,80088,2015-07-15T15:15:30Z
May ,27,178,M,16711,2019-11-05T13:15:30Z
Steven Bohi,76,181,F,84068,2020-05-29T21:15:30Z
May Bohi,15,185,,44186,2017-06-08T12:15:30+08:00
Kenny Fisher,68,172,F,51224,2017-06-08T12:15:30+08:00
Tommy Chan,37,189,,97531,2019-11-05T13:15:30Z
Steven Chan,39,177,F,32053,2015-07-15T15:15:30Z
Kenny Chan,49,144,M,54001,2014-02-15T11:14:30Z
May Fisher,57,156,M,36450,2019-01-15T13:15:30Z
Tom King,14,185,M,56085,2017-06-08T12:15:30+08:00
 Parker,55,153,M,29768,2015-07-15T15:15:30Z
John King,32,178,F,78985,2020-09-01T13:15:30Z
Vanessa Tam,68,182,F,18373,2020-10-01T10:15:30Z
May Wong,23,159,F,46903,2014-02-15T11:14:30+01:00
Tommy Tam,78,158,F,88487,2014-02-15T11:14:30Z
Tom King,57,182,,43173,2020-09-01T13:15:30Z
Steven Wong,19,162,,15034,2019-08-23T01:01:30Z
May Wong,66,160,,55209,2014-02-15T11:14:30Z
Steven Law,56,152,M,71524,2019-08-23T01:01:30Z
Vanessa Wong,65,150,F,44076,2019-08-23T01:01:30Z
Tommy Fisher,26,148,M,81691,2015-07-15T15:15:30+05:00
John Fisher,80,155,F,7597,2015-07-15T15:15:30+05:00
Kenny Bohi,77,157,F,74924,2019-01-15T13:15:30Z
John Bohi,79,151,,90017,2019-01-15T13:15:30Z
May King,55,145,M,49676,2020-09-01T13:15:30Z
Kenny Bohi,64,178,F,33090,2014-02-15T11:14:30Z
Vanessa King,16,185,M,72831,2017-06-08T12:15:30+08:00
 Chan,80,146,M,36258,2014-02-15T11:14:30Z
 Ginger,52,163,M,92937,2020-10-01T10:15:30Z
John Tam,42,169,F,63750,2019-11-05T13:15:30Z
Tom Bohi,44,185,F,93093,2020-05-29T21:15:30Z
John Law,56,181,,18374,2014-02-15T11:14:30+01:00
Steven Wong,20,170,M,21032,2020-05-29T21:15:30+08:00
May Fisher,14,151,,69663,2017-06-08T12:15:30+08:00
Tommy Bohi,15,183,F,22219,2020-01-25T18:15:30+08:00
Ben Fisher,72,157,M,28118,2020-10-01T10:15:30Z
Steven Tam,75,175,F,68433,2019-01-15T13:15:30Z
 Ling,34,142,F,1675,2019-08-23T01:01:30Z
Steven Tam,10,169,,76775,2017-06-08T12:15:30Z
John Ginger,10,186,M,29680,2015-07-15T15:15:30Z
Vanessa Law,64,189,M,26522,2019-08-23T01:01:30Z
Tommy Fisher,31,177,,3712,2020-05-29T21:15:30+08:00
Steven Chan,64,189,F,38443,2019-11-05T13:15:30Z
Kenny King,78,143,M,10134,2014-02-15T11:14:30+01:00
Barry Chan,38,164,,7330,2019-11-05T13:15:30Z
Ben Parker,64,190,,76759,2014-02-15T11:14:30+01:00
John Bohi,47,166,,75103,2014-02-15T11:14:30+01:00
Kenny Ling,45,154,F,27603,2017-06-08T12:15:30+08:00
Tommy Ginger,32,181,M,97397,2020-05-29T21:15:30+08:00
Vanessa Bohi,26,179,F,45317,2019-08-23T01:01:30Z
Barry Fisher,31,143,F,41075,2020-01-25T18:15:30Z
Tommy Ling,68,146,,48125,2020-10-01T10:15:30Z
Tom Wong,37,143,,49524,2020-05-29T21:15:30Z
Tom Chan,44,161,,65608,2019-01-15T13:15:30Z
Tom Bohi,35,168,,54854,2020-05-29T21:15:30+08:00
 Ling,63,140,F,2773,2020-10-01T10:15:30Z
Steven King,25,146,,1688,2015-07-15T15:15:30+05:00
Tommy Tam,11,188,F,18079,2017-06-08T12:15:30+08:00
Ben ,74,183,F,77726,2014-02-15T11:14:30+01:00
May Ling,35,169,,61948,2019-08-23T01:01:30Z
Ben Ginger,59,176,,54028,2017-06-08T12:15:30Z
Tommy Parker,46,156,M,2760,2017-06-08T12:15:30+08:00
 Parker,72,141,F,71326,2019-08-23T01:01:30Z
Barry Parker,54,181,,36287,2020-01-25T18:15:30Z
Kenny Parker,50,140,,69376,2017-06-08T12:15:30Z
May Fisher,65,177,,31162,2020-05-29T21:15:30Z
Vanessa Ginger,17,167,M,64967,2020-05-29T21:15:30+08:00
Steven Chan,33,156,M,61350,2020-01-25T18:15:30+08:00
Barry Ling,55,170,F,56080,2020-01-25T18:15:30+08:00
Steven ,53,149,M,47634,2017-06-08T12:15:30+08:00
Ben Tam,40,180,,24896,2019-01-15T13:15:30Z
May Parker,52,190,M,9340,2014-02-15T11:14:30Z
David Ginger,66,158,M,85034,2020-09-01T13:15:30Z
Barry Chan,12,168,F,59988,2020-05-29T21:15:30Z
Kenny Law,41,144,,54193,2017-06-08T12:15:30+08:00
David Law,24,178,,35158,2019-01-15T13:15:30Z
May Law,48,179,,92548,2020-05-29T21:15:30+08:00
Steven Ling,16,143,F,36429,2017-06-08T12:15:30+08:00
May Tam,35,179,M,26015,2019-01-15T13:15:30Z
May Ginger,50,184,M,66256,2014-02-15T11:14:30Z
Tommy Wong,53,176,F,8799,2019-08-23T01:01:30Z
 King,48,175,M,13143,2020-01-25T18:15:30+08:00
John Law,63,141,M,7664,2020-05-29T21:15:30Z
May Parker,59,175,F,45637,2019-08-23T01:01:30Z
Tommy King,33,160,F,84492,2014-02-15T11:14:30Z
 Law,28,160,M,41879,2014-02-15T11:14:30Z
Ben Ling,57,161,,36353,2017-06-08T12:15:30+08:00
David Ling,11,150,F,13179,2014-02-15T11:14:30+01:00
May Fisher,46,143,,52312,2014-02-15T11:14:30Z
Tom Parker,28,161,F,98963,2014-02-15T11:14:30+01:00
May Law,11,161,F,10150,2020-01-25T18:15:30Z
Steven Parker,19,153,F,82650,2019-01-15T13:15:30Z
Vanessa Bohi,19,161,F,27124,2017-06-08T12:15:30+08:00
 Tam,64,161,M,68421,2019-08-23T01:01:30Z
Vanessa Bohi,65,169,F,21194,2017-06-08T12:15:30Z
Tommy Tam,14,164,,98024,2019-01-15T13:15:30Z
May Ginger,40,180,M,15953,2020-10-01T10:15:30Z
Tom Ling,79,141,F,46942,2014-02-15T11:14:30Z
Tommy ,68,157,M,65527,2020-05-29T21:15:30+08:00
Vanessa Parker,34,144,F,33853,2014-02-15T11:14:30+01:00
Kenny Ling,31,163,,2923,2020-01-25T18:15:30+08:00
Tom Ling,36,156,F,54110,2019-11-05T13:15:30Z
Steven Ginger,27,180,F,34424,2014-02-15T11:14:30+01:00
Tommy Tam,14,174,F,114,2019-01-15T13:15:30Z
John Bohi,45,168,M,93333,2019-11-05T13:15:30Z
John Chan,41,147,M,3481,2017-06-08T12:15:30+08:00
Vanessa ,33,185,M,9020,2020-01-25T18:15:30Z
Barry Ling,74,185,F,9999,2015-07-15T15:15:30+05:00
Barry Wong,65,174,,2352,2015-07-15T15:15:30Z
Kenny Chan,18,172,,76995,2020-01-25T18:15:30Z
Tommy Chan,65,155,M,83852,2019-11-05T13:15:30Z
May Bohi,36,175,F,18972,2020-01-25T18:15:30Z
David Chan,68,163,M,39750,2017-06-08T12:15:30+08:00
Vanessa Parker,65,145,,62836,2015-07-15T15:15:30+05:00
Tom ,32,163,M,31141,2020-05-29T21:15:30+08:00
Barry King,17,166,F,41278,2014-02-15T11:14:30+01:00
Barry Parker,67,172,M,1733,2019-01-15T13:15:30Z
Steven Fisher,26,145,,50002,2015-07-15T15:15:30+05:00
Steven King,60,146,,85170,2015-07-15T15:15:30Z
Steven Tam,64,186,,17698,2015-07-15T15:15:30Z
David Tam,55,155,F,75171,2015-07-15T15:15:30Z
Ben Fisher,14,180,,82783,2020-05-29T21:15:30Z
May Ginger,21,159,M,19603,2019-08-23T01:01:30Z
Vanessa Ling,24,180,,33605,2020-09-01T13:15:30Z
David King,60,151,F,11521,2020-05-29T21:15:30+08:00
Steven Ling,71,161,F,39917,2019-08-23T01:01:30Z
 Ginger,61,153,F,61175,2019-08-23T01:01:30Z
David Parker,29,164,F,29319,2017-06-08T12:15:30+08:00
John ,76,155,,66292,2017-06-08T12:15:30+08:00
John Fisher,24,170,M,20206,2015-07-15T15:15:30+05:00
May Bohi,10,165,M,76216,2019-08-23T01:01:30Z
Vanessa Bohi,41,143,F,42476,2015-07-15T15:15:30+05:00
John Chan,57,189,,54599,2014-02-15T11:14:30+01:00
John Chan,32,172,,47232,2020-09-01T13:15:30Z
Ben ,54,160,,73508,2015-07-15T15:15:30Z
Ben Parker,39,161,M,79374,2020-05-29T21:15:30+08:00
Steven Tam,57,146,F,65816,2015-07-15T15:15:30+05:00
Steven Ginger,73,152,M,73229,2020-05-29T21:15:30+08:00
Kenny ,71,183,F,86946,2014-02-15T11:14:30Z
Barry Bohi,24,145,,59991,2019-08-23T01:01:30Z
Steven Parker,70,168,,26201,2014-02-15T11:14:30Z
Vanessa Tam,58,169,M,10545,2020-10-01T10:15:30Z
Tommy King,63,155,M,50491,2019-08-23T01:01:30Z
Ben Parker,69,176,,20263,2017-06-08T12:15:30Z
David ,32,178,M,84844,2020-05-29T21:15:30+08:00
Vanessa Wong,60,141,F,14406,2020-01-25T18:15:30+08:00
Vanessa Bohi,39,160,M,24372,2014-02-15T11:14:30Z
Vanessa Parker,71,153,M,97684,2020-01-25T18:15:30+08:00
Vanessa Tam,75,169,F,84927,2017-06-08T12:15:30Z
John ,76,145,F,59312,2017-06-08T12:15:30+08:00
Tom Tam,17,173,,4323,2017-06-08T12:15:30+08:00
David Chan,73,178,,46310,2017-06-08T12:15:30Z
Tommy Tam,41,168,F,88000,2014-02-15T11:14:30Z
John Parker,46,164,M,78941,2020-10-01T10:15:30Z
Ben Ling,47,178,F,47722,2020-09-01T13:15:30Z
Tommy Tam,36,174,F,21839,2020-01-25T18:15:30+08:00
 ,41,156,F,64184,2014-02-15T11:14:30Z
 King,74,167,F,5293,2020-01-25T18:15:30Z
John Ling,51,157,,26146,2019-01-15T13:15:30Z
Vanessa King,68,164,,40986,2020-10-01T10:15:30Z
May Ling,71,189,M,62828,2015-07-15T15:15:30+05:00
David King,52,148,F,64947,2017-06-08T12:15:30Z
John Parker,29,159,F,70695,2019-08-23T01:01:30Z
Kenny Chan,54,159,M,98511,2017-06-08T12:15:30Z
David King,41,188,M,25084,2019-01-15T13:15:30Z
Barry Tam,52,180,M,16227,2020-05-29T21:15:30+08:00
Vanessa Fisher,59,180,,94007,2019-08-23T01:01:30Z
 Parker,45,164,F,99526,2014-02-15T11:14:30+01:00
Ben ,80,177,F,99199,2019-01-15T13:15:30Z
May Wong,59,174,M,56787,2019-08-23T01:01:30Z
Tom Parker,67,160,F,62192,2014-02-15T11:14:30Z
Tom Law,33,159,F,9029,2019-01-15T13:15:30Z
John Fisher,23,158,M,56440,2017-06-08T12:15:30Z
Kenny ,26,189,,65115,2020-09-01T13:15:30Z
Barry ,27,186,,10816,2019-11-05T13:15:30Z
Tom Chan,58,154,F,78966,2014-02-15T11:14:30Z
Tom Fisher,38,163,,76442,2020-01-25T18:15:30+08:00
 Fisher,61,178,M,40774,2019-08-23T01:01:30Z
Tommy King,29,157,M,62207,2015-07-15T15:15:30Z
Tommy Fisher,43,186,M,12207,2015-07-15T15:15:30+05:00
Steven Wong,64,164,,25204,2020-01-25T18:15:30+08:00
Steven ,78,177,F,30945,2017-06-08T12:15:30Z
Barry Ling,17,169,M,36477,2020-01-25T18:15:30Z
Kenny King,34,160,F,68836,2020-09-01T13:15:30Z
John Law,65,180,,14211,2020-05-29T21:15:30Z
 Fisher,13,182,,20377,2020-10-01T10:15:30Z
John Bohi,57,177,,85948,2019-11-05T13:15:30Z
Tom Ginger,34,141,F,42778,2020-10-01T10:15:30Z
Tommy Tam,65,160,,80381,2017-06-08T12:15:30Z
Tom Bohi,59,187,F,34798,2019-01-15T13:15:30Z
Tom Ginger,23,173,M,79023,2014-02-15T11:14:30+01:00
 Ginger,12,180,F,97069,2014-02-15T11:14:30+01:00
Kenny Ginger,36,157,,66151,2015-07-15T15:15:30+05:00
Tom Ling,57,171,,93397,2020-09-01T13:15:30Z
Ben Chan,40,144,M,94446,2014-02-15T11:14:30+01:00
Kenny Bohi,74,182,,31924,2020-10-01T10:15:30Z
Barry ,28,145,M,67303,2020-01-25T18:15:30Z
David Ginger,68,172,F,80067,2019-08-23T01:01:30Z
May Wong,39,179,M,90077,2019-11-05T13:15:30Z
John ,40,166,F,26390,2014-02-15T11:14:30+01:00
Tom Ginger,30,182,F,4651,2015-07-15T15:15:30+05:00
John Parker,74,162,M,59017,2015-07-15T15:15:30Z
Kenny Ginger,80,157,M,87868,2020-01-25T18:15:30Z
 ,41,147,M,94501,2015-07-15T15:15:30Z
 Fisher,10,162,M,68014,2017-06-08T12:15:30Z
Kenny Parker,23,146,F,53610,2020-05-29T21:15:30Z
Tom Wong,57,171,M,35399,2015-07-15T15:15:30Z
Tom Ginger,14,161,M,35048,2020-01-25T18:15:30Z
 Chan,70,165,,66238,2020-09-01T13:15:30Z
May Bohi,15,159,M,2852,2020-10-01T10:15:30Z
David Tam,35,155,F,32013,2017-06-08T12:15:30+08:00
 King,69,173,F,51857,2014-02-15T11:14:30+01:00
Barry Bohi,46,166,F,41689,2015-07-15T15:15:30+05:00
Ben Ling,75,161,M,26036,2019-08-23T01:01:30Z
Tom King,31,159,F,47524,2020-09-01T13:15:30Z
Ben King,80,146,F,963,2020-09-01T13:15:30Z
Tommy Bohi,63,170,,39533,2015-07-15T15:15:30+05:00
 Ling,75,151,M,43174,2014-02-15T11:14:30+01:00
Tom Tam,21,153,M,48423,2020-10-01T10:15:30Z
Steven King,44,149,,15276,2019-08-23T01:01:30Z
Kenny Wong,52,144,M,53247,2020-10-01T10:15:30Z
Ben Tam,47,175,,55588,2019-08-23T01:01:30Z
Barry Wong,11,165,M,5206,2015-07-15T15:15:30Z
 Law,73,150,,82056,2020-05-29T21:15:30Z
Barry ,48,158,F,58226,2014-02-15T11:14:30+01:00
John Parker,66,153,,95355,2017-06-08T12:15:30+08:00
Vanessa Parker,44,183,F,6666,2020-05-29T21:15:30Z
David King,80,165,F,13621,2014-02-15T11:14:30Z
 Chan,40,170,,56528,2019-08-23T01:01:30Z
Steven Parker,17,166,M,67702,2014-02-15T11:14:30+01:00
David King,71,183,,66860,2020-01-25T18:15:30Z
May King,52,140,F,605,2020-05-29T21:15:30Z
John Fisher,29,171,F,90374,2019-11-05T13:15:30Z
Ben Tam,19,186,F,35707,2017-06-08T12:15:30+08:00
Ben ,50,151,,92577,2020-09-01T13:15:30Z
Steven ,44,149,F,9897,2020-01-25T18:15:30Z
Tommy King,71,150,F,70019,2020-09-01T13:15:30Z
Ben Tam,71,171,M,53396,2020-10-01T10:15:30Z
Barry Ginger,53,162,,77164,2020-01-25T18:15:30+08:00
Tommy Parker,37,176,,92536,2020-09-01T13:15:30Z
Ben Fisher,15,169,,98858,2020-09-01T13:15:30Z
Tom Tam,48,147,F,55851,2017-06-08T12:15:30+08:00
Barry Bohi,56,175,F,93103,2015-07-15T15:15:30+05:00
John Bohi,40,179,,295,2014-02-15T11:14:30Z
Tommy King,46,178,,66471,2019-11-05T13:15:30Z
Barry Parker,12,176,M,50982,2015-07-15T15:15:30+05:00
May King,36,158,M,41543,2017-06-08T12:15:30Z
Kenny Wong,18,186,F,93834,2020-05-29T21:15:30+08:00
Vanessa Parker,41,140,F,46335,2020-05-29T21:15:30+08:00
John Wong,67,151,M,11417,2019-08-23T01:01:30Z
John King,65,150,F,70836,2017-06-08T12:15:30+08:00
Vanessa Law,16,180,F,6828,2020-01-25T18:15:30+08:00
Kenny ,13,153,,93588,2014-02-15T11:14:30+01:00
David Law,65,166,M,85302,2020-10-01T10:15:30Z
Steven Ginger,44,172,,23100,2020-05-29T21:15:30Z
 Ling,20,141,M,43048,2015-07-15T15:15:30Z
Steven Wong,44,174,M,49269,2015-07-15T15:15:30Z
Ben Bohi,32,169,,38634,2017-06-08T12:15:30Z
Kenny ,24,164,M,58036,2020-10-01T10:15:30Z
Ben Wong,53,163,,43108,2020-01-25T18:15:30+08:00
John Ling,25,142,M,18129,2020-05-29T21:15:30+08:00
May Wong,22,157,F,4496,2020-05-29T21:15:30Z
 Chan,66,190,F,79184,2020-10-01T10:15:30Z
David Bohi,31,163,,97674,2014-02-15T11:14:30Z
May Ling,54,158,M,30656,2015-07-15T15:15:30+05:00
Tommy King,75,186,,73010,2019-08-23T01:01:30Z
Tom Chan,59,166,M,76641,2017-06-08T12:15:30Z
Vanessa Ginger,55,165,F,81755,2020-09-01T13:15:30Z
May Ginger,39,165,F,70847,2020-05-29T21:15:30+08:00
 Wong,12,158,,39810,2020-05-29T21:15:30Z
John Tam,15,189,F,10569,2017-06-08T12:15:30Z
John Chan,20,187,,86750,2014-02-15T11:14:30Z
May Bohi,37,177,F,92417,2020-05-29T21:15:30Z
May Tam,74,171,F,60176,2015-07-15T15:15:30Z
Kenny Ginger,50,178,,2513,2020-01-25T18:15:30Z
Vanessa Bohi,80,140,,84066,2014-02-15T11:14:30Z
Ben Wong,77,141,F,59149,2015-07-15T15:15:30+05:00
Tom Chan,26,180,F,72127,2015-07-15T15:15:30+05:00
John Law,27,161,F,83476,2014-02-15T11:14:30+01:00
Steven Ling,66,152,,97358,2019-01-15T13:15:30Z
Barry Law,74,152,M,82650,2019-08-23T01:01:30Z
Ben Fisher,46,158,M,4552,2020-05-29T21:15:30+08:00
May ,58,186,,22014,2019-08-23T01:01:30Z
Ben ,41,158,M,43224,2020-01-25T18:15:30+08:00
John Wong,28,165,M,83643,2020-01-25T18:15:30Z
Vanessa ,14,189,F,65622,2014-02-15T11:14:30Z
Tom ,62,147,F,94982,2020-01-25T18:15:30Z
Barry ,42,181,,3969,2015-07-15T15:15:30Z
Barry Law,62,154,,87927,2020-05-29T21:15:30+08:00
Tommy Ginger,34,165,,75104,2017-06-08T12:15:30Z
David Law,20,183,F,84678,2017-06-08T12:15:30+08:00
May ,18,185,M,93803,2020-01-25T18:15:30+08:00
David Bohi,62,162,,14703,2020-05-29T21:15:30Z
David Wong,32,150,F,57231,2020-09-01T13:15:30Z
Kenny Law,49,147,F,66628,2020-01-25T18:15:30+08:00
Tom Wong,39,164,,15875,2020-01-25T18:15:30+08:00
Ben Chan,23,159,F,53510,2020-09-01T13:15:30Z
David Law,59,184,M,14347,2020-10-01T10:15:30Z
Barry Chan,77,143,M,59424,2020-05-29T21:15:30Z
Tom Parker,73,180,,11582,2020-05-29T21:15:30+08:00
 Bohi,73,171,F,7557,2020-05-29T21:15:30Z
 King,45,149,,6986,2015-07-15T15:15:30Z
May Ling,33,190,,13583,2020-01-25T18:15:30Z
Vanessa Tam,40,148,M,23382,2020-01-25T18:15:30+08:00
Vanessa Fisher,21,141,F,93106,2014-02-15T11:14:30+01:00
Ben Tam,74,154,,17494,2020-01-25T18:15:30Z
Vanessa Tam,14,145,M,60362,2020-05-29T21:15:30+08:00
Vanessa Ginger,11,151,F,39111,2020-01-25T18:15:30+08:00
Barry Bohi,15,143,,17605,2019-08-23T01:01:30Z
Kenny Ling,65,152,,34529,2017-06-08T12:15:30+08:00
Steven Ginger,36,145,,32995,2017-06-08T12:15:30Z
Tom Ginger,71,161,F,85171,2019-11-05T13:15:30Z
Kenny King,38,190,,70602,2017-06-08T12:15:30Z
Steven ,54,152,F,72891,2020-10-01T10:15:30Z
Vanessa ,19,177,M,90381,2020-10-01T10:15:30Z
Steven ,35,153,F,54846,2020-10-01T10:15:30Z
John Chan,53,163,F,75654,2019-01-15T13:15:30Z
Tommy Ling,45,178,F,52900,2020-10-01T10:15:30Z
John Fisher,45,143,,50817,2020-01-25T18:15:30Z
Vanessa Chan,15,145,,42023,2020-01-25T18:15:30+08:00
Tom Ginger,61,164,M,44190,2019-01-15T13:15:30Z
Tommy ,65,155,,15623,2020-01-25T18:15:30+08:00
Vanessa Chan,59,184,F,5569,2015-07-15T15:15:30+05:00
Vanessa Tam,50,162,,50115,2014-02-15T11:14:30+01:00
David Ginger,38,169,,42838,2017-06-08T12:15:30+08:00
John Fisher,17,149,M,80527,2020-01-25T18:15:30Z
David Chan,71,189,M,8111,2015-07-15T15:15:30Z
Tommy Parker,28,149,,26771,2020-05-29T21:15:30Z
Steven Tam,20,157,M,64162,2014-02-15T11:14:30Z
John Parker,40,185,F,95021,2014-02-15T11:14:30+01:00
 Law,33,153,,5305,2019-01-15T13:15:30Z
May Ling,25,154,F,71700,2014-02-15T11:14:30+01:00
May Ginger,54,189,F,83454,2015-07-15T15:15:30Z
Tom King,46,174,M,87247,2020-09-01T13:15:30Z
Vanessa Tam,18,144,,15063,2020-01-25T18:15:30Z
John Ling,19,165,F,70795,2014-02-15T11:14:30Z
Vanessa Chan,40,145,,85161,2015-07-15T15:15:30Z
Vanessa Wong,41,142,,26548,2014-02-15T11:14:30+01:00
Kenny Bohi,76,150,,51370,2015-07-15T15:15:30Z
May Ginger,19,150,F,87756,2020-05-29T21:15:30+08:00
Steven ,60,178,F,69866,2020-01-25T18:15:30+08:00
John Law,73,183,M,76394,2014-02-15T11:14:30Z
David Bohi,21,146,M,5200,2020-01-25T18:15:30+08:00
Tommy Tam,70,175,,40622,2019-08-23T01:01:30Z
May Law,26,165,M,4210,2019-08-23T01:01:30Z
Tommy Ling,12,176,M,51162,2017-06-08T12:15:30Z
 Tam,14,165,F,16201,2020-01-25T18:15:30Z
Kenny Parker,78,188,,53219,2019-08-23T01:01:30Z
Kenny Parker,39,167,,2167,2017-06-08T12:15:30+08:00
Vanessa Bohi,53,141,,14841,2020-05-29T21:15:30+08:00
Ben Wong,51,144,M,63002,2014-02-15T11:14:30+01:00
Barry Bohi,28,165,F,67771,2020-10-01T10:15:30Z
Tommy Ling,29,148,,76860,2020-09-01T13:15:30Z
Barry Law,41,152,M,25227,2017-06-08T12:15:30Z
Vanessa Fisher,57,190,M,64275,2017-06-08T12:15:30+08:00
May King,51,162,F,44079,2019-11-05T13:15:30Z
May Ling,11,149,F,89177,2014-02-15T11:14:30Z
David Fisher,32,142,,14544,2020-05-29T21:15:30Z
Tommy Chan,64,155,M,7008,2017-06-08T12:15:30Z
John ,51,180,F,39085,2015-07-15T15:15:30+05:00
David Fisher,60,176,F,19322,2019-11-05T13:15:30Z
Tom ,43,184,F,63897,2020-05-29T21:15:30+08:00
John Fisher,68,144,,38227,2020-01-25T18:15:30+08:00
Kenny Ginger,51,151,F,4952,2019-01-15T13:15:30Z
Vanessa King,49,169,,40452,2020-05-29T21:15:30Z
May Ginger,51,159,F,40981,2019-11-05T13:15:30Z
Vanessa ,71,146,M,28612,2017-06-08T12:15:30Z
Ben ,27,179,,78333,2020-05-29T21:15:30+08:00
Barry King,70,160,F,26888,2017-06-08T12:15:30+08:00
Ben Wong,75,153,,14315,2019-11-05T13:15:30Z
Ben Fisher,51,187,F,82148,2019-01-15T13:15:30Z
John King,53,152,,9703,2017-06-08T12:15:30+08:00
May King,71,178,M,25993,2020-01-25T18:15:30+08:00
May Ginger,77,166,,15740,2015-07-15T15:15:30+05:00
Vanessa Fisher,61,147,,48866,2017-06-08T12:15:30+08:00
David ,13,156,M,51555,2020-01-25T18:15:30+08:00
Kenny Tam,37,183,,79386,2020-01-25T18:15:30Z
Barry Parker,44,149,F,89904,2020-05-29T21:15:30+08:00
John Parker,64,151,,42589,2019-11-05T13:15:30Z
May Chan,49,171,M,27585,2020-01-25T18:15:30Z
Tom Ling,40,163,,74657,2019-08-23T01:01:30Z
Ben Ling,65,150,F,47932,2019-11-05T13:15:30Z
John ,60,154,M,30905,2020-05-29T21:15:30+08:00
John Ginger,78,181,,19323,2019-01-15T13:15:30Z
May Law,35,162,F,3575,2015-07-15T15:15:30+05:00
Barry Bohi,50,152,,67471,2020-05-29T21:15:30Z
May Law,72,162,,18225,2015-07-15T15:15:30+05:00
Steven Law,44,179,M,29596,2014-02-15T11:14:30Z
Kenny Ling,46,157,M,21067,2015-07-15T15:15:30Z
John Tam,16,189,M,34411,2020-09-01T13:15:30Z
Tom King,77,155,M,1746,2014-02-15T11:14:30Z
Vanessa Fisher,10,146,M,725,2017-06-08T12:15:30Z
John Bohi,21,178,F,49765,2020-09-01T13:15:30Z
Vanessa Chan,52,177,M,13650,2020-10-01T10:15:30Z
 Fisher,13,175,,5056,2017-06-08T12:15:30+08:00
May Wong,49,177,,90479,2015-07-15T15:15:30Z
Ben Wong,18,177,F,71485,2014-02-15T11:14:30+01:00
Kenny Law,42,175,M,16517,2020-05-29T21:15:30Z
David Wong,56,173,,50136,2020-05-29T21:15:30Z
Vanessa Ling,32,156,,30348,2020-09-01T13:15:30Z
John Fisher,16,163,M,64646,2015-07-15T15:15:30Z
Kenny Wong,41,154,,22900,2020-09-01T13:15:30Z
Steven Ling,70,153,,13256,2014-02-15T11:14:30Z
Ben ,18,179,M,31130,2017-06-08T12:15:30Z
Tom Parker,43,159,F,11243,2020-05-29T21:15:30Z
 Ginger,36,165,F,72259,2020-01-25T18:15:30+08:00
Tommy Tam,76,146,M,74886,2020-05-29T21:15:30+08:00
Tom Chan,21,186,F,30593,2017-06-08T12:15:30+08:00
David Tam,13,166,M,91055,2019-11-05T13:15:30Z
 Law,27,161,F,712,2020-05-29T21:15:30Z
Ben Tam,77,156,,73143,2014-02-15T11:14:30Z
Barry Law,37,145,M,11742,2015-07-15T15:15:30+05:00
Vanessa Fisher,72,172,M,94460,2020-01-25T18:15:30Z
Kenny Parker,23,151,F,91888,2019-11-05T13:15:30Z
Tom Tam,34,152,F,75289,2020-09-01T13:15:30Z
Tommy Wong,33,173,M,54663,2014-02-15T11:14:30Z
Tom ,57,147,F,66746,2015-07-15T15:15:30+05:00
Tommy Ginger,70,184,F,94024,2020-05-29T21:15:30Z
Barry ,46,186,F,88920,2014-02-15T11:14:30Z
